pathway	pval	padj	log2err	ES	NES	size	leadingEdge
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.350649350649351	0.760347747544315	0.0621124188949471	0.477405001190048	1.08026950125642	29	Rarb Akt3 Kras Prkca E2f2
KEGG_NOTCH_SIGNALING_PATHWAY	0.389676113360324	0.775116616792818	0.0577308549299813	0.493683428815152	1.0643882766286	17	Lfng Dtx4 Hes1 Dtx2 Dll1
KEGG_NUCLEOTIDE_EXCISION_REPAIR	0.65034965034965	0.919408479129063	0.0334561741060508	0.407998309016266	0.917618608023363	27	Rad23b Lig1 Pcna Rfc5 Rfc3 Rpa2 Pold1 Pole3 Rfc2 Rbx1 Rfc4 Rpa1 Pold2 Pold3 Cetn2 Rpa3 Xpa Pole2 Pole4 Ercc8
KEGG_N_GLYCAN_BIOSYNTHESIS	0.957	0.987507392075695	0.00978249842757038	0.289837610165636	0.646531580075663	24	Mgat3 B4galt1 Dolpp1 Man1a Dpm2 Tusc3 St6gal1 Alg3 Fut8 Stt3b Alg13 Alg12 Alg8 Alg2 Alg10b Alg9 Mgat5 Alg11 Alg6
KEGG_OLFACTORY_TRANSDUCTION	0.28804347826087	0.717891864233328	0.0760837160951725	0.596387064693766	1.14940689418736	7	Cngb1 Gnal Prkx Calm2 Calm1 Camk2d
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.294156402238894	0.717891864233328	0.203508959461977	-0.3998336337169	-1.17809477699575	8	Mthfd2l Dhfr Gart Mtfmt Mthfd1 Atic Tyms Amt
KEGG_OOCYTE_MEIOSIS	0.498501498501499	0.8359731177913	0.04577044581081	0.421833437302744	0.996195218334869	59	Ar Ywhah Ppp1cc Ccne2 Ywhaz Ppp2r5b Aurka Itpr3 Chp1 Prkx Slk Cdk1 Ccnb2 Ywhag Ccnb1 Ywhaq Cdc27 Cdc25c Mad2l1 Calm2 Plk1 Calm1 Rbx1 Pkmyt1 Cdc20 Camk2d
KEGG_OTHER_GLYCAN_DEGRADATION	0.31	0.717891864233328	0.178219874951973	-0.531661355133712	-1.11390346091229	4	Neu1 Man2c1 Fuca1 Hexa
KEGG_OXIDATIVE_PHOSPHORYLATION	0.863136863136863	0.95267771666698	0.0181674946847152	0.352077768569354	0.827947582702504	55	Ndufa4l2 Atp6v0e2 Atp6v0a4 Atp6v1h Atp6v1b2 Atp6v1c1 Atp6v0e Ppa1 Cox10 Sdhd Atp6v0b Atp6v1a Cox15 Cyc1 Ndufa11 Cox17 Atp6v1e1 Ndufb6 Ndufa10 Ndufs7 Uqcrc1 Cox7a1 Ndufa8
KEGG_O_GLYCAN_BIOSYNTHESIS	0.0289389067524116	0.267729267729268	0.276500599254472	0.765822461685846	1.50813240192967	8	Galnt12 St3gal1 C1galt1 Galnt10 Galnt1 C1galt1c1 Galnt2
KEGG_P53_SIGNALING_PATHWAY	0.405594405594406	0.78142743184271	0.0552495663125249	0.470087968400311	1.05726287996656	27	Perp Ccne2 Sfn Gtse1 Cycs Cdk1 Ccnb2 Ccnb1 Casp8 Chek1 Rrm2b
KEGG_PANCREATIC_CANCER	0.821178821178821	0.940954965975992	0.0212906370865403	0.358491243515129	0.828295689020971	41	Vegfc Akt3 Tgfbr1 Kras Stat1 E2f2 Ralb Smad2 Rad51 Rac1 Mapk9 Tgfa Cdc42 Chuk Akt1
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0.735869565217391	0.935167572463768	0.0315649069021069	0.420709731078459	0.810826884049864	7	Pank3 Pank4 Pank1 Ppcdc Pank2 Coasy Ppcs
KEGG_PARKINSONS_DISEASE	1	1	0	0.221990381795769	0.516485282987643	48	Ndufa4l2 Ube2l6 Cycs Ube2g2 Ube2j2 Ube2j1 Vdac2 Sdhd Cyc1 Casp3 Vdac1 Ndufb6 Ndufa10 Slc25a5 Ndufs7 Uqcrc1 Cox7a1 Ndufa8 Casp9 Ube2l3 Ndufs1
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	0.0679320679320679	0.355187669473384	0.169570644405628	0.550872158274877	1.26518964358826	37	Tubb2b Cdh1 Krt18 Prkca Cd14 Tubb4b Tuba1c Tubb2a Ywhaz Tuba1a Tuba1b Rhoa Tubb6 Arpc1b Nck2 Nck1 Ywhaq Arpc5 Wasl Arpc3 Tlr4 Actg1 Arpc2 Rock2 Fyn
KEGG_PATHWAYS_IN_CANCER	0.00126096403591905	0.046642450772707	0.45505986738723	0.53697291672703	1.31236355024705	136	Rarb Dapk2 Ar Cdh1 Jun Fgfr3 Lamc2 Ptgs2 Epas1 Vegfc Mmp2 Wnt6 Itga6 Akt3 Birc3 Wnt10a Fgf18 Pdgfb Tgfbr1 Cebpa Wnt11 Kras Kitl Prkca Gstp2 Ccne2 Stat1 E2f2 Lamb2 Jup Fgf1 Wnt7b
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	0.366778149386845	0.764508219053674	0.0652353056017703	0.5824465348502	1.09795871959686	6	Cryl1 Akr1b3 Ugp2 Ugdh Rpe
KEGG_PENTOSE_PHOSPHATE_PATHWAY	0.498975409836066	0.8359731177913	0.0468819856878333	0.477748767500163	0.995621683734367	13	Pgd Rbks G6pdx Pgm2 Rpia Taldo1 Rpe Tkt Dera
KEGG_PEROXISOME	0.795204795204795	0.940954965975992	0.0231538258045259	0.367676786513894	0.842917034102406	34	Acsl4 Mvk Acsl5 Idh1 Pmvk Cat Nudt12 Prdx1 Pxmp2 Acsl3 Acox1 Pex14 Pex16 Abcd3 Crat
KEGG_PHENYLALANINE_METABOLISM	0.218823529411765	0.645882352941177	0.0956031492204301	0.68243736929049	1.23875111832145	5	Aldh3a1 Aoc2 Got1 Got2
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.654345654345654	0.919408479129063	0.0331626424471441	0.406603814259285	0.920060951485465	29	Inpp5j Prkca Itpr3 Itpk1 Dgkz Inpp1 Ocrl Impa1 Calm2 Calm1 Impa2 Dgke Pik3c2b Inpp5a Pip5k1c Plcd3
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0.94655704008222	0.987507392075695	0.0134461833974729	0.301773899589684	0.625424811542741	12	Alad Blvra Cox10 Cox15 Uros Hmbs Ears2
KEGG_PPAR_SIGNALING_PATHWAY	0.029	0.267729267729268	0.266350657088526	0.617442214206335	1.37730879759913	24	Fabp5 Me1 Lpl Olr1 Scd1 Scd2 Acsl4 Acsl5 Slc27a6 Acadl Cpt1b
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0.353166986564299	0.760347747544315	0.096240602328129	-0.825484764542936	-1.09852989392906	1	Amacr
KEGG_PRIMARY_IMMUNODEFICIENCY	0.16164994425864	0.547813699987613	0.11101149245045	0.681157825630527	1.28403746837471	6	Il2rg Ada Tnfrsf13c Dclre1c
KEGG_PRION_DISEASES	0.909558067831449	0.967727479146251	0.0165175643261291	0.324065240156668	0.671623497022489	12	Ccl5 Prkx Fyn
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.814185814185814	0.940954965975992	0.0217960026831818	0.364155395273097	0.836356726030827	37	Akt3 Kras Cdc25b Prkx Cdk1 Ccnb2 Ccnb1 Cdc27 Cdc25c Mad2l1 Cdc25a Mapk9 Plk1 Pkmyt1 Adcy6 Bub1 Akt1
KEGG_PROPANOATE_METABOLISM	0.205787781350482	0.617363344051447	0.0937465422491719	0.627564726940334	1.23586176477951	8	Aldh1b1 Acss2 Acaca Aldh3a2
KEGG_PROSTATE_CANCER	0.367632367632368	0.764508219053674	0.0598603117764473	0.45455951514266	1.05370427468313	45	Ar Akt3 Pdgfb Creb5 Kras Gstp2 Ccne2 E2f2 Creb3
KEGG_PROTEASOME	0.703296703296703	0.919408479129063	0.0296354881939192	0.394153549492571	0.905253571651229	37	Psmc2 Pomp Psmb3 Psmd3 Psmd14 Psmd12 Psmd1 Psmc1 Psmd11 Psmb7 Psmd13 Psmc5 Psmc4 Psma1 Psme2 Psma4 Psmb10 Psmc3 Psmd7 Psmd2 Psma7 Psmd4 Psma2 Psmb6 Psmd6 Psme1 Psmc6 Psma3
KEGG_PROTEIN_EXPORT	0.092137186608948	0.411246467059451	0.287805130535564	-0.498752425838647	-1.40476420005399	7	Sec62 Immp1l Srp9 Srp19 Sec61b Srpr Sec11c
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.752941176470588	0.93733493397359	0.0342688261591917	0.437334937714526	0.793844486766826	5	Slc25a10 Glud1 Atp1b3 Mdh1
KEGG_PURINE_METABOLISM	0.811188811188811	0.940954965975992	0.022011648277252	0.366302547820804	0.872209483914084	69	Pde4b Npr1 Ak7 Hprt Gda Ada Nt5c3 Ampd3 Pde4d Nudt2 Polr1e Pnpt1 Dck Polr2c Itpa Polr3k Rrm2b Polr2h Polr3h Pold1 Pole3 Ak2 Pola2 Pde10a Gmpr2 Polr2g Adcy6 Pkm Polr2l Nme1 Pold2 Pold3 Polr2f Prim2 Polr3g Adcy7 Atic Nt5c Pole2 Nudt9 Pole4 Pde3b
KEGG_PYRIMIDINE_METABOLISM	0.867132867132867	0.95267771666698	0.0178589946943486	0.349931427830623	0.822900238663971	55	Upp1 Dut Nt5c3 Nudt2 Uck1 Polr1e Txnrd1 Pnpt1 Tk1 Dck Polr2c Itpa Polr3k Rrm2b Polr2h Polr3h Pold1 Pole3 Pola2 Polr2g Polr2l Nme1 Pold2 Pold3 Tymp Polr2f Tyms Prim2 Polr3g Cmpk1
KEGG_PYRUVATE_METABOLISM	0.148785425101215	0.533877113598476	0.110122263835536	0.579991820562271	1.25047035876528	17	Aldh1b1 Me1 Acss2 Akr1b3
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.317682317682318	0.717891864233328	0.0668966276500666	0.439686486931354	1.06298643088828	102	Itgb4 Fgfr3 Itgb3 Itga6 Iqgap2 Fgf18 Pdgfb Kras Ppp1cc Cd14 Baiap2 Limk1 Fgf1 Pak4 Diaph1 Diaph3 Rhoa Mylpf Vav3 Arpc1b Pxn Tiam1 Iqgap3 Pfn2 Slc9a1 Myh9 Diaph2 Ptk2 Arpc5 Rac1 Gna12 Wasl Rras2 Arpc3 Mras Msn Actg1 Arpc2 Rock2 Sos2 Iqgap1 Itgae
KEGG_REGULATION_OF_AUTOPHAGY	0.869383490073145	0.95267771666698	0.020562605901185	0.344203782117123	0.696902401049321	10	Atg4a Atg7 Gabarapl2 Becn1 Prkaa1 Atg4b Atg5 Atg4d Atg4c Ulk3
KEGG_RENAL_CELL_CARCINOMA	0.195804195804196	0.597202797202797	0.0925528864684773	0.502140740503604	1.15518028585203	39	Jun Epas1 Vegfc Akt3 Pdgfb Kras Pak4
KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.450124688279302	0.803229813664596	0.0607719451853533	0.579913816455233	1.01344355891792	4	Anpep Nln Mme
KEGG_RETINOL_METABOLISM	0.190604026845638	0.597202797202797	0.112378519110475	0.769273675167038	1.25504486986639	3	Rdh10 Rdh11
KEGG_RIBOFLAVIN_METABOLISM	0.0741176470588235	0.376764705882353	0.176694268938498	0.786685873300341	1.42798159826982	5	Mtmr7 Mtmr2 Acp1
KEGG_RIBOSOME	0.0785907859078591	0.388705778949681	0.266350657088526	-0.858983238675717	-1.42216970549082	2	Rsl24d1 Mrpl13
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.725274725274725	0.92814877430262	0.0280810636309052	0.385882321492954	0.877444139016766	30	Irf7 Ifih1 Isg15 Rigi Tbkbp1 Casp8 Pin1 Tradd Map3k7 Tank Mapk9 Chuk Tbk1 Fadd Ikbkg Mavs Nfkbib Traf3 Ikbkb Dhx58 Atg5 Rela Trim25
KEGG_RNA_DEGRADATION				-0.181969949916528		33	Cnot8 Papola Dis3 Cnot3 Eno1 Xrn2 Cnot6l Dcps Lsm5 Wdr61 Mtrex Exosc8 Edc3 Exosc9 Lsm4 Zcchc7 Cnot9 Dcp1b Patl1 Lsm6 Lsm2 Dcp2 C1d Exosc1 Exosc2 Exosc7 Exosc4 Lsm8 Cnot7 Lsm3 Cnot1 Exosc3 Pnpt1
KEGG_RNA_POLYMERASE	0.83030303030303	0.940954965975992	0.0212906370865403	0.355546377651956	0.772384931641064	18	Polr1e Polr2c Polr3k Polr2h Polr3h Polr2g Polr2l Polr2f Polr3g Polr3d Polr3f Polr3a Polr2e
KEGG_SELENOAMINO_ACID_METABOLISM	0.954983922829582	0.987507392075695	0.0160304351647231	0.285934926773898	0.563090989733857	8	Bud23 Ahcyl2 Mars2 Mettl2 Trmt11 Mat2a
KEGG_SMALL_CELL_LUNG_CANCER	0.04995004995005	0.304695304695305	0.199915231309662	0.565539541069197	1.29887626312632	37	Rarb Lamc2 Ptgs2 Itga6 Akt3 Birc3 Ccne2 E2f2 Lamb2
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0.747729566094854	0.937222675310673	0.0270265157079683	0.388619095502363	0.845664696621032	19	Vamp5 Vamp3 Stx1a Stx7 Snap29 Vamp8 Stx12
KEGG_SPHINGOLIPID_METABOLISM	0.0132592522946769	0.188480094400794	0.380730400722792	0.714924972230493	1.48989354450951	13	Sgms2 B4galt6 Cerk Acer3 Plpp2 Ugcg Sgpp1 Smpd3
KEGG_SPLICEOSOME				-0.19056946970757		74	Snrpd3 Isy1 Thoc3 Snrnp200 Rbm8a Hnrnpc U2af2 Ppil1 U2surp Sf3b2 Zmat2 Srsf1 Dhx8 Srsf10 Snrnp27 Aqr Sf3a1 Snrpe Lsm5 Prpf40a Txnl4a Tra2b Ddx46 Sf3a2 Tcerg1 Lsm4 Snw1 Hnrnpu Thoc1 Wbp11 Srsf4 Crnkl1 Ddx39b Snrpd1 Srsf9 Sf3b6 Sf3b4 Prpf31 Snrpb Dhx15 Sart1 Dhx38 Ppie Smndc1 Snrnp40 Sf3a3 Prpf38a Lsm6 Usp39 Srsf2 Pcbp1 Lsm2 Cwc15 Snrpc Snrpa1 Eftud2 Sf3b5 Eif4a3 Ctnnbl1 Hnrnpa3 Ppih Bud31 Magoh Snu13 Lsm8 Ddx23 Alyref Ccdc12 Lsm3 Rbmx Puf60 Phf5a Ncbp1 Prpf4
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.574712643678161	0.883868197917785	0.0413209506074822	0.463826927577372	0.939100952092415	10	Hk1 Pygm Ugp2 Pgm2 Pygb Ugdh
KEGG_STEROID_BIOSYNTHESIS	0.00127438390089363	0.046642450772707	0.45505986738723	0.79154573674357	1.6495701355611	13	Dhcr24 Hsd17b7 Nsdhl Msmo1 Sqle Fdft1 Cyp51 Dhcr7 Lss
KEGG_STEROID_HORMONE_BIOSYNTHESIS	0.139650872817955	0.533877113598476	0.128788713061714	0.76178660658985	1.33128011061626	4	Hsd17b7 Hsd11b2
KEGG_SULFUR_METABOLISM	0.229426433915212	0.656961664979757	0.096240602328129	0.691700152417902	1.20879869435664	4	Suox Chst12 Chst11 Bpnt1
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	0.828171828171828	0.940954965975992	0.0207818350435559	0.357235128105478	0.818979020989904	34	H3c8 H2ac25 H2bc6 H4c18 H2bc3 H3c11 H2ac8 H4c12 H3c4 Trim21 H2bc21
KEGG_TASTE_TRANSDUCTION	0.430868167202572	0.78142743184271	0.0557104226766671	0.532690169177292	1.04902551768614	8	Itpr3 Scnn1a Prkx Gng3 Gnb1 Adcy6
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0.837282780410743	0.940954965975992	0.0430173196927508	0.501636692259147	0.747505123932715	2	Cdo1 Ado
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.0158674152390671	0.207409784910663	0.352487857583619	0.767282181129538	1.5535006356484	10	Idi1 Mvd Fdps Hmgcr Mvk Hmgcs1 Pmvk
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.341658341658342	0.753294897873211	0.0633597010643758	0.471979730945959	1.08203664076134	34	Chrd Tgfbr1 Id1 Inhbb Gdf6 Rhoa Smurf1 Smad6 Bmp2 Amhr2 Id2 Acvr2a Acvrl1 Smad2 Smad7 Rock2 Rbx1 Rock1
KEGG_THYROID_CANCER	0.512145748987854	0.839664760018742	0.0451344222209097	0.460914806215308	0.987554953591977	16	Cdh1 Kras Tcf7 Tpm3 Ncoa4 Hras
KEGG_TIGHT_JUNCTION	0.558441558441558	0.880989699955217	0.0405756447890657	0.414784249600777	0.97540841103231	55	Rab3b Jam2 Akt3 Epb41l1 Kras Prkca Tjp2 Rhoa Mylpf Magi1 Patj Llgl2 Prkcd Csnk2a2 Mpdz Magi2 Myh9 Cgn Ppp2r2a Afdn Rras2 Src Mras Actg1
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.693306693306693	0.919408479129063	0.0303467275556782	0.398530383182149	0.919238507480722	40	Jun Irf7 Akt3 Lbp Cd14 Stat1 Ccl5 Tlr3 Spp1 Casp8 Rac1 Tlr4 Map3k7 Mapk9
KEGG_TRYPTOPHAN_METABOLISM	0.31923890063425	0.717891864233328	0.0694481442003175	0.565284241904334	1.12822884147478	9	Aldh1b1 Cat Afmid Ogdh Aldh3a2
KEGG_TYPE_II_DIABETES_MELLITUS	0.581466395112016	0.883868197917785	0.0395979123961192	0.448535053579684	0.945634723142115	14	Irs1 Hk1 Prkcd Mapk9 Socs4
KEGG_TYPE_I_DIABETES_MELLITUS	0.431279620853081	0.78142743184271	0.0745500777420554	0.695941266103338	1.03704467874077	2	H2-D1 Cd28
KEGG_TYROSINE_METABOLISM	0.371995820271682	0.764890282131661	0.0614364107201271	0.538892729940145	1.09108515627966	10	Aldh3a1 Aoc2 Bud23 Got1 Got2
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.672327672327672	0.919408479129063	0.0318534652552707	0.40012811287077	0.925449658717003	42	Jun Akt3 Tec Kras Pak4 Map3k14 Chp1 Rhoa Nfatc1 Vav3 Nck2 Nck1 Map3k7 Cd28 Mapk9 Sos2 Fyn Cdc42 Chuk Hras Akt1
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	1	1	0	0.185470148891351	0.444355885687038	79	Birc3 Ube2u Ube2l6 Fbxo4 Smurf1 Uba6 Pias3 Ube2c Cdc34 Ube2g2 Cdc27 Ube2j2 Wwp1 Ube2j1 Rbx1 Cdc20 Klhl9 Fbxw7 Ube4b Ube2o Keap1 Ube2r2 Fzr1 Ercc8 Cbl Ube2f Socs3 Ube2l3 Stub1 Skp2 Herc1 Wwp2 Cul2 Fbxw8 Cul3 Ube2s Nedd4l Uba3 Uba7 Mid1 Ube2z Rchy1
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	0.41	0.78142743184271	0.153158808683073	-0.502009145074131	-1.05177801378296	4	Pdha1 Pdhb Iars2 Lars2
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.147727272727273	0.533877113598476	0.111918316325105	0.623952078249062	1.27999337323388	11	Aldh1b1 Hmgcs1 Bckdhb
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.283716283716284	0.717891864233328	0.0725351864394589	0.482592762445331	1.10803729496631	35	Ramp2 Adra1b Pla2g3 Npr1 Prkca Ppp1cc Itpr3 Rhoa Prkx Prkcd Gna12 Calm2 Rock2 Gna13 Calm1 Pla2g6 Rock1 Adcy6
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.66	0.919408479129063	0.0327971189467838	0.407819824628171	0.90971077029082	24	Dync1i1 Creb5 Creb3 Prkx Arhgdia Nsf Dynll1 Adcy6
KEGG_VEGF_SIGNALING_PATHWAY	0.321678321678322	0.717891864233328	0.0662842187012672	0.479877321678362	1.09442625623575	31	Mapkapk3 Ptgs2 Pla2g3 Akt3 Kras Prkca Chp1 Nfatc1 Pxn Ptk2 Rac1 Src Pla2g6 Cdc42 Hras Akt1 Pla2g4a
KEGG_VIBRIO_CHOLERAE_INFECTION	0.306	0.717891864233328	0.0687943095604775	0.498520402203122	1.11296557548203	25	Atp6v0e2 Atp6v0a4 Prkca Tjp2 Prkx Atp6v1h Atp6v1b2 Atp6v1c1 Atp6v0e Muc2 Actg1 Atp6v0b Atp6v1a
KEGG_VIRAL_MYOCARDITIS	0.558022199798184	0.880989699955217	0.0410713282497468	0.441971190455685	0.96176291133813	19	Icam1 Cd55 H2-D1 Cycs Myh9 Casp8 Rac1 Cd28 Actg1 Fyn
KEGG_WNT_SIGNALING_PATHWAY	0.292707292707293	0.717891864233328	0.0709609456938284	0.460380693550771	1.08645079781754	58	Jun Wnt6 Wnt10a Wnt11 Prkca Ppp2r5b Fosl1 Daam2 Wnt7b Chp1 Rhoa Prkx Nfatc1 Csnk2a2 Csnk1e Smad2 Rac1 Tcf7 Cacybp Daam1 Map3k7 Rock2 Mapk9 Rbx1 Vangl1 Camk2d Rock1
