pathway	pval	padj	log2err	ES	NES	size	leadingEdge
REACTOME_CREB3_FACTORS_ACTIVATE_GENES	0.697297297297297	1	0.0442407423477375	0.528458715733831	0.846576267806035	3	Creb3 Creb3l2
REACTOME_CREB_PHOSPHORYLATION	0.118980169971671	0.744343624020065	0.219250346703755	-0.808560742485109	-1.33571270225448	2	Mapkapk2 Atf1
REACTOME_CRISTAE_FORMATION				-0.337451415880067		17	Atp5j Atp5j2 Atp5e Atp5l Atp5d Apoo Atp5a1 Mtx2 Atp5g3 Micos10 Atp5b Mtx1 Atp5g2 Chchd3 Dnajc11 Immt Samm50
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	0.229235880398671	0.875161553811636	0.0894366833718621	0.638466153853876	1.20771759914273	7	Dpysl5 Dpysl2 Fes Nrp1 Fyn Plxna1
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS	0.605405405405405	1	0.0507027937029348	0.569327058083637	0.912046223561944	3	Loxl4 Pcolce
REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES	0.473087818696884	1	0.102080107662747	-0.595373320404488	-0.983534897085793	2	Itgb5 Itgav
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	0.607	1	0.0367619553883609	0.41338130349401	0.948682182808256	40	Mrc2 Psmc2 Psmb3 Psmd3 Psmd14 Psmd12 Psmd1 Psmc1 Psmd11 Psmb7 Psmd5 Psmd10 Psmd9 Psmd13 Psmc5 Psmc4 Psma1 Psme2 Psma4 Psmb10 Psmc3 Psmd7 Psmd2 Psma7 Psmd4 Psma2 Psmb6 Psmd6 Psme1 Psmc6 Psma3
REACTOME_CS_DS_DEGRADATION	0.595	1	0.124434168630393	-0.428155743383677	-0.922727170414388	4	Vcan Arsb Hexa Dcn
REACTOME_CTLA4_INHIBITORY_SIGNALING	0.74468085106383	1	0.0274480081801021	0.396250812379398	0.835759021614134	14	Akt3 Ppp2r5b Lyn Src Fyn Akt1 Yes1 Ppp2cb
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	0.664321608040201	1	0.0327241935806629	0.41677813567543	0.899848986564116	19	Cdc25b Cdk1 Ccnb2 Ccnb1 Ppp2r2a Cdc25c Cdc25a Plk1 Xpo1 Pkmyt1
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY	0.863136863136863	1	0.0181674946847152	0.357991117851911	0.839349531454799	60	Akt3 Ccne2 Lin54 Cdc25b Psmc2 Lin9 Psmb3 Psmd3 Psmd14 Psmd12 Psmd1 Psmc1 Psmd11 Psmb7 Psmd5 Psmd10 Psmd9 Psmd13 Cdc25a Psmc5 Psmc4 Psma1 Psme2 Psma4 Psmb10 Psmc3 Psmd7 Lin52 Psmd2 Psma7 Akt1 Psmd4 Psma2 Ccna2 Psmb6 Psmd6 Psme1 Psmc6 Psma3 Fzr1 Psmb2 E2f1 Psma6 Wee1 Psmb5 Cks1b Psma5 Ccnd1 Skp2 Ubc
REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1	0.959	1	0.00954760674075313	0.29185283557824	0.644268758477461	24	Ccne2 E2f2 Cdkn2d Lyn Ppp2r2a Src Rbl1 Ppp2cb E2f1 Cks1b Ppp2ca Ccnd1 Skp2 Ubc Ccnd2
REACTOME_CYP2E1_REACTIONS	0.0955315870570108	0.680505505505506	0.178219874951973	0.876021609641225	1.30038479169314	2	Cyp2d22 Cyp2s1
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE	0.856035437430786	1	0.0247790185105207	0.367893547791539	0.695904566901425	7	Aven Cycs Casp3 Casp9 Apip Mapk1 Mapk3
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	0.207087486157254	0.845241379310345	0.0952879846194844	0.65218503276892	1.23366812354594	7	Cyp2d22 Cyp51 Cyp2s1 Fdx1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.271728271728272	0.931292421225307	0.0747385227439092	0.418158854421424	1.04428572734683	307	Oasl1 Il2rg Oas1a Oas1g Irs1 Trim34a Jun Mapkapk3 Il1rn Irf7 Ptgs2 Mmp2 Trim6 Icam1 Trim12c Akt3 Birc3 Trim14 Gbp9 Lbp Tnfrsf25 Cd44 Gbp3 Tnfrsf12a Il16 Xaf1 Gbp2 H3c8 Tnfsf15 Tec Cntf H2-D1 Kras Stat2 Isg15 Trim62 Anxa2 Il20rb Lgals9 Rigi Ifit3 Stat1 Nup210 Ube2l6 Ywhaz Dusp6 Ptprj Anxa1 Isg20 Trim29 Ccl5 Gsdmd Flnb Map3k14 Ifi27 Tnfrsf4 Ifi35 Kpna1 Sdc1 Il22ra1 Psmc2 Tnfrsf13c Rhou Il34 H3c11 Ndc1 Tnfsf13 Sp100 Stx1a Tnip2 Prkcd Psmb3 Lyn Psmd3 Psmd14 H3c4 Clcf1 Psmd12 Kpna2 Ptpn12 Trim21 Trim3 Nup35 Psmd1 Mapk7 Nup155 Psmc1 Pde12 Irf9 Psmd11 Nup93 Psmb7 Dusp3 Pin1 Psmd5 Psmd10 Psmd9 Birc5 Psmd13 Nkiras2 Eif2ak2 Map3k7 Kpna3 Msn Nup50 Mapk9 Sos2 Psmc5 Psmc4 Psma1 Lifr Psme2 Fyn
REACTOME_CYTOPROTECTION_BY_HMOX1	0.894105894105894	1	0.0157010498237903	0.349728087973729	0.827207698549324	72	Stap2 Mafk Nfe2l2 Psmc2 Cycs Prkcd Csnk2a2 Psmb3 Psmd3 Psmd14 Psmd12 Psmd1 Psmc1 Psmd11 Psmb7 Psmd5 Blvra Psmd10 Psmd9 Psmd13 Psmc5 Psmc4 Psma1 Psme2 Psma4 Rbx1 Psmb10 Psmc3 Cox20 Psmd7 Psmd2 Psma7 Psmd4 Psma2 Cox14 Psmb6 Tgs1 Psmd6 Keap1 Psme1 Psmc6 Sco1 Psma3
REACTOME_CYTOSOLIC_IRON_SULFUR_CLUSTER_ASSEMBLY	0.849693251533742	1	0.020635764771317	0.358673224770879	0.742685314494826	12	Ciapin1 Nubp2 Brip1 Pold1 Nubp1 Ciao2b
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	0.924	1	0.0131702144400005	0.323528667423405	0.744116838902198	41	Irf7 Aim2 Dtx4 Crcp Tlr3 Trim21 Polr3k Polr2h Polr3h Nkiras2 Chuk Tbk1 Polr2l Stat6 Lrrfip1 Ikbkg Polr2f Polr3g Nfkbib Mre11a Ikbkb Ep300 Polr3d Rela Polr3f Polr3a Polr2e Ubc
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	0.347826086956522	0.983154179367881	0.0704500850658419	0.631401669851091	1.11923836110289	5	Sult6b1 Bpnt2 Bpnt1
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	0.879180151024811	1	0.0217960026831818	0.345632817139256	0.669871554840152	8	Ppa1 Aimp2 Eef1e1 Wars1 Hars
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS	0.857142857142857	1	0.018625883535806	0.358183202732171	0.850183053403199	79	Muc16 Clec7a Kras Itpr3 Map3k14 Psmc2 Nfatc1 Prkcd Psmb3 Lyn Psmd3 Psmd14 Psmd12 Cdc34 Psmd1 Psmc1 Casp8 Psmd11 Psmb7 Psmd5 Psmd10 Psmd9 Psmd13 Src Map3k7 Psmc5 Psmc4 Psma1 Psme2 Fyn Calm1 Psma4 Psmb10 Psmc3 Psmd7 Psmd2 Psma7 Chuk Hras
REACTOME_DAG_AND_IP3_SIGNALING	0.234279918864097	0.875161553811636	0.0833634065110386	0.565071160275168	1.18300786321146	13	Prkca Itpr3 Camkk1 Prkx Prkcd Kpna2 Grk2 Calm1 Camk2d Adcy6
REACTOME_DAP12_INTERACTIONS	0.676986584107327	1	0.0330894161454377	0.425342927833661	0.86548792628793	11	H2-D1 Kras Vav3 Rac1 Fyn Hras
REACTOME_DAP12_SIGNALING	0.812108559498956	1	0.0244268887168729	0.37431657025118	0.751869749955393	10	Kras Vav3 Rac1 Fyn Hras
REACTOME_DARPP_32_EVENTS	0.501547987616099	1	0.0469758727821845	0.488437545030437	0.993872873642511	11	Pde4b Pde4d
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	0.175869120654397	0.809705705705706	0.10027910675413	0.597064709845524	1.236309713636	12	Ablim3 Ntn1 Ablim1 Nck1 Ptk2 Rac1 Wasl Src Fyn Cdc42
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	0.936	1	0.0120226641890431	0.315770608306481	0.726273281259912	41	Irf7 Ifih1 Isg15 Rigi Ube2l6 Casp8 Pin1 Nkiras2 Tank Chuk Tbk1 Fadd Ikbkg Mavs Nfkbib Traf3 Ikbkb Dhx58 Ep300 Atg5 Hmgb1 Rela Trim25
REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX	0.484422110552764	1	0.0473534245254193	0.466038965878258	1.00620607284333	19	Tle1 Tle4 Ywhaz Tle2
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY				-0.203116304952699		33	Cnot8 Dis3 Cnot11 Pan3 Cnot3 Tut4 Cnot6l Dcps Lsm5 Wdr61 Exosc8 Edc3 Exosc9 Lsm4 Pan2 Eif4e Cnot9 Dcp1b Eif4g1 Patl1 Lsm6 Lsm2 Dcp2 Exosc1 Exosc2 Eif4a3 Exosc7 Exosc4 Eif4a1 Cnot7 Lsm3 Cnot1 Exosc3
REACTOME_DEADENYLATION_OF_MRNA	0.743050960776476	1	0.143902565267782	-0.252671014291661	-0.905391007884082	14	Cnot8 Cnot11 Pan3 Cnot3 Tut4 Cnot6l Pan2 Eif4e Cnot9 Eif4g1 Eif4a3 Eif4a1 Cnot7 Cnot1
REACTOME_DEATH_RECEPTOR_SIGNALLING	0.983016983016983	1	0.00599657425469861	0.285983658441409	0.673624587762116	67	Lingo1 Birc3 Plekhg5 Arhgef39 Arhgef18 Ngef Rhoa Vav3 Smpd3 Tiam1 Nsmaf Casp8 Arhgdia Rac1 Ect2 Tradd Map3k7 Sos2 Otulin Gna13 Chuk Otud7b Arhgef3 Casp3 Fadd Ikbkg Prex1
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING	0.89010989010989	1	0.0160304351647231	0.348728806169951	0.809661563292712	49	Map3k14 Psmc2 Psmb3 Psmd3 Psmd14 Psmd12 Psmd1 Psmc1 Psmd11 Psmb7 Psmd5 Psmd10 Psmd9 Psmd13 Psmc5 Psmc4 Psma1 Psme2 Psma4 Psmb10 Psmc3 Psmd7 Psmd2 Psma7 Chuk Psmd4 Psma2 Psmb6 Psmd6 Psme1 Psmc6 Psma3
REACTOME_DECTIN_2_FAMILY	0.304054054054054	0.946657173945166	0.0847985102819124	0.72117745320266	1.15530636278819	3	Muc16 Lyn Fyn
REACTOME_DEFECTIVE_B4GALT1_CAUSES_B4GALT1_CDG_CDG_2D	0.283643892339545	0.940685251135945	0.114750719227023	0.860526315789474	1.14826458506599	1	B4galt1
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE	0.688601645123384	1	0.0383995813369433	0.481116690467982	0.852839455216564	5	Sdc1 Agrn Dcn
REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TNPS	0.125675675675676	0.752090371621622	0.142901149386948	0.813383208645054	1.30301743649858	3	Muc16 C1galt1 C1galt1c1
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS	0.856143856143856	1	0.0187018035626708	0.359758830825603	0.835270537509486	49	Psmc2 Vcp Psmb3 Psmd3 Psmd14 Psmd12 Psmd1 Psmc1 Psmd11 Psmb7 Psmd5 Psmd10 Psmd9 Psmd13 Psmc5 Psmc4 Psma1 Psme2 Psma4 Psmb10 Psmc3 Psmd7 Psmd2 Psma7 Psmd4 Psma2 Psmb6 Psmd6 Psme1 Psmc6 Psma3 Derl1
REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE	0.819722650231125	1	0.042845050912155	0.51993461203994	0.771801808003931	2	Dcn Vcan
REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD	0.819722650231125	1	0.042845050912155	0.51993461203994	0.771801808003931	2	Dcn Vcan
REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS	0.819722650231125	1	0.042845050912155	0.51993461203994	0.771801808003931	2	Dcn Vcan
REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2	0.764864864864865	1	0.0400031517498194	0.488554999017028	0.782651615673483	3	Sdc1 Agrn
REACTOME_DEFECTIVE_FACTOR_VIII_CAUSES_HEMOPHILIA_A	0.526011560693642	1	0.0745500777420554	-0.739335180055402	-0.989695311957517	1	Tpst2
REACTOME_DEFECTIVE_GALNT3_CAUSES_HFTC	0.0289612215632071	0.442474222228372	0.352487857583619	0.988919667590028	1.31958943141335	1	Muc16
REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.399799599198397	1	0.0560595875032335	0.494994553039126	1.06190573300776	17	Jun Capns1 Cdc25b Prdx1 Cdc25c Cdc25a Lmna Cast Lmnb1 Capn2
REACTOME_DEFECTIVE_LFNG_CAUSES_SCDO3	0.111801242236025	0.72810352725607	0.191892240384838	0.938504155124654	1.25231624471385	1	Lfng
REACTOME_DEFECTIVE_RIPK1_MEDIATED_REGULATED_NECROSIS	0.644638403990025	1	0.0441523058441465	0.522041440615637	0.88383175866657	4	Casp8 Tradd Fadd
REACTOME_DEFECTIVE_ST3GAL3_CAUSES_MCT12_AND_EIEE15	0.61271676300578	1	0.0668966276500666	-0.689612188365651	-0.923134686818374	1	St3gal3
REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM	0.587991718426501	1	0.0725351864394589	0.705263157894737	0.941085348005152	1	Acaca
REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM	0.894857142857143	1	0.0240742072753014	0.360484084112281	0.660742998518438	6	Mmachc Lmbrd1 Mtrr Mmab Mmadhc
REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM	0.702104097452935	1	0.0347156757446657	0.444480122003832	0.840775133611853	7	Acaca Mmachc Lmbrd1
REACTOME_DEFECTS_OF_CONTACT_ACTIVATION_SYSTEM_CAS_AND_KALLIKREIN_KININ_SYSTEM_KKS	0.0591319897633496	0.57335574884463	0.321775918075361	0.941987119741526	1.3983053739786	2	Serping1 Tpst2
REACTOME_DEFENSINS	0.664098613251156	1	0.0524827622635459	0.59454218035739	0.8825508421801	2	Defb42 Tlr1
REACTOME_DEGRADATION_OF_AXIN	0.774225774225774	1	0.0246382257063476	0.378008674507006	0.871705587141571	43	Psmc2 Psmb3 Psmd3 Psmd14 Psmd12 Psmd1 Psmc1 Psmd11 Psmb7 Psmd5 Psmd10 Psmd9 Psmd13 Psmc5 Psmc4 Psma1 Psme2 Psma4 Psmb10 Psmc3 Psmd7 Psmd2 Psma7 Psmd4 Psma2 Psmb6 Psmd6 Psme1 Psmc6 Psma3
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX	0.746253746253746	1	0.0266052822097738	0.383689082787629	0.900984973687522	61	Tle1 Tle4 Ppp2r5b Tle2 Psmc2 Tle5 Psmb3 Psmd3 Psmd14 Psmd12 Psmd1 Psmc1 Psmd11 Psmb7 Tcf7 Psmd5 Psmd10 Psmd9 Psmd13 Psmc5 Psmc4 Psma1 Psme2 Psma4 Rbx1 Psmb10 Psmc3 Psmd7 Psmd2 Psma7 Psmd4 Psma2 Psmb6 Psmd6 Psme1 Psmc6 Psma3 Ppp2cb Ctbp1
REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE	0.442724458204334	1	0.0526973085708419	0.507817473301257	1.03330715791791	11	Slc25a10 Tst Suox Got2 Txn2 Cdo1
REACTOME_DEGRADATION_OF_DVL	0.839160839160839	1	0.019974159565129	0.361847464449928	0.836035762305516	45	Psmc2 Psmb3 Psmd3 Psmd14 Psmd12 Psmd1 Psmc1 Psmd11 Psmb7 Psmd5 Psmd10 Psmd9 Psmd13 Psmc5 Psmc4 Psma1 Psme2 Psma4 Rbx1 Psmb10 Psmc3 Psmd7 Psmd2 Psma7 Psmd4 Psma2 Psmb6 Psmd6 Psme1 Psmc6 Psma3
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME	0.745254745254745	1	0.0266754763765933	0.383566678444206	0.886217237684889	45	Psmc2 Psmb3 Psmd3 Psmd14 Psmd12 Psmd1 Psmc1 Psmd11 Psmb7 Psmd5 Psmd10 Psmd9 Psmd13 Psmc5 Psmc4 Psma1 Psme2 Psma4 Rbx1 Psmb10 Psmc3 Psmd7 Psmd2 Psma7 Psmd4 Psma2 Psmb6 Psmd6 Psme1 Psmc6 Numb Psma3
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	0.0187745797146894	0.350764099059807	0.352487857583619	0.606410707129426	1.3818864862845	36	Cdh1 Lamc2 Mmp2 Mmp13 Col11a1 Mmp10 Cd44 Col14a1 Fbn1 Col9a3 Adamts1 Capns1 Adam8 Spp1 Capn5 Timp2
REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA	0.587203302373581	1	0.03975964750879	0.457127440498274	0.930163062875428	11	Prkca Cdk1 Ccnb1 Lmna Lemd2 Lmnb1 Lemd3 Lpin1 Tmpo Cnep1r1
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	0.864135864135864	1	0.0180905963991599	0.350793084201307	0.799385988473954	36	H2bc6 Mis18a H4c18 Cenps H2bc3 Cenpi Cenpu H4c12 Cenpx H2bc21 Cenpt H4c11 Cenpm Cenpa H2ac4 Cenpn Cenpk H2ax Cenpc1 Knl1 Oip5
REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS	0.819722650231125	1	0.042845050912155	0.51993461203994	0.771801808003931	2	Dcn Vcan
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES	0.119597989949749	0.744343624020065	0.124434168630393	0.598234366333413	1.28842244585668	18	Sod3 Gsr Gstp2 Cat Nudt2 Txnrd1 Atp7a Cycs Prdx1 Txn1
REACTOME_DEUBIQUITINATION	0.92007992007992	1	0.0134461833974729	0.350486005290932	0.861530530619741	165	Tnip3 Ar Birc3 Ifih1 Tgfbr1 Arrb1 Tnip1 Rigi Usp25 H2ac25 Ino80c H2bc6 H2bc3 Rhoa Bard1 Psmc2 Rad23b Atxn7 Rnf128 Adrm1 Usp24 Vcp H2ac8 Cdk1 Tnip2 Psmb3 Psmd3 Psmd14 Psmd12 Stambpl1 Smad2 Psmd1 H2bc21 Otud3 Psmc1 Psmd11 Psmb7 Suds3 Smad7 Psmd5 Psmd10 Kat2b Psmd9 Psmd13 Map3k7 Cdc25a Psmc5 Vdac2 Ufd1 Psmc4 Psma1 Psme2 Usp14 Psma4 Ide Cdc20 Psmb10 Psmc3 Psmd7 Mcrs1 Psmd2 Psma7 H2ac4 Clspn Babam2 Otud7b Usp5 Psmd4 Vdac1 Stambp Yod1 Usp12 Hgs Ikbkg Psma2 Mavs Ccna2 Actr5 Psmb6 Mysm1 Becn1 Psmd6 Keap1 Gata3 Actb Uchl5 Psme1 Psmc6 Traf3 Usp42 Psma3 Stam2 Uimc1 Uchl3 Adrb2 Actl6a
REACTOME_DEVELOPMENTAL_BIOLOGY	0.0147215773181676	0.298944881980885	0.380730400722792	0.462024600045687	1.15757945045863	358	Pkp1 Krt8 Krt80 Ppl Tubb2b Rarb Sptb Lgi3 Lor Cd24a Klf4 Alcam Krt19 Pou3f1 Jun Ablim3 Evpl Epha4 Epas1 Itgb3 Mmp2 Dhh Lpl Akt3 Perp Rhob Artn Kazn Krt14 Dok2 Krt18 Plxnb3 Dpysl5 Ncoa3 Foxa2 Cebpa Ntn1 H3c8 Srgap1 Gata4 Kras Cyp51 Prkca Mamld1 Hmgcr Tubb4b Hes1 Col9a3 Tuba1c Tubb2a Dpysl2 Sema3e Limk1 Sdcbp Tuba1a Jup Shtn1 Pkp4 Ngef Sh3kbp1 Pak4 Srebf1 Akap5 H2bc6 Ntn4 Capns1 H4c18 H2bc3 Tuba1b Rhoa Ablim1 Tubb6 Psmc2 Med8 Vav3 Sema6d Arpc1b H3c11 Med30 Epha2 Adgrg6 Efnb3 Polr2c Cd72 Stx1a Csnk2a2 Psmb3 Lyn H4c12 Tiam1 Psmd3 Psmd14 Med18 H3c4 Ncbp1 Psmd12 Wt1 Nck2 Fes Ccnc Acvr2a Pfn2 Rgmb Nck1 Myh9 Smad2 Psmd1 Mapk7 Clasp2 H2bc21 Psmc1 Actr2 Ptk2 Psmd11 Arpc5 Psmb7 Rac1 Polr2h Wasl Cltb Ephb3 Srgap2 Psmd5 Psmd10 Ank1 Kat2b Psmd9 Arpc3 Psmd13 Nab2 Srebf2 Kif4 Src Clta Msn Actg1 Nab1 Arpc2 Unc5b Rock2 Sos2 Psmc5 Med27 Psmc4 Med7 Psma1 Nrp1 Sptbn1 Psme2 Fyn Foxp1 Plxna1 Psma4 Rbx1 Med4 Med11 Gdnf Pkp2 H4c11 Med19 Psmb10 Psmc3 Rock1
REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION	0.164571428571429	0.80697484333848	0.11146266692298	0.696325036226518	1.27631679915295	6	Irf7 Rela Myd88 Nfkb2
REACTOME_DIGESTION	0.120184899845917	0.744343624020065	0.157402899305283	0.859328755170072	1.27560556953089	2	Lct Pir
REACTOME_DIGESTION_AND_ABSORPTION	0.120184899845917	0.744343624020065	0.157402899305283	0.859328755170072	1.27560556953089	2	Lct Pir
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE	0.0641821946169772	0.579785364798746	0.257206466468838	0.968698060941828	1.29260623015476	1	Lct
REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE	0.990881458966565	1	0.00699634910626994	0.227145129935196	0.479086946015621	14	Ppp2r5b Ppp2cb Lrp6 Ppp2ca Dvl1 Ctnnb1 Ppp2r1a Apc Ppp2r1b Ppp2r5a Fzd5 Axin1
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	0.873065015479876	1	0.0195287736089407	0.347630967766243	0.70735960496123	11	B4galt1 Sdc1 B3galt6 Agrn Dcn B3gat3 Hexa
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS	0.422755741127349	1	0.0553642837725362	0.525992031206684	1.0565321666538	10	Gale Gne Dpm2 Nus1 Pmm2 Galt Mpi
REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS	0.961460446247465	1	0.010787337352153	0.278765775550565	0.58361163629368	13	B4galt1 Mpdu1 Alg3 Alg13 Alg12 Alg8 Alg2 Alg9 Alg11 Alg6
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	0.00106700491241897	0.0778405488488504	0.45505986738723	0.786532581947981	1.66974666710966	15	Galnt12 Muc16 Thsd4 Spon2 Lfng Adamtsl5 Spon1 C1galt1 Adamts1 Thsd7a C1galt1c1
REACTOME_DISEASES_OF_BASE_EXCISION_REPAIR	0.893682588597843	1	0.038875878582578	0.469673930852097	0.697193802085474	2	Mutyh Ogg1
REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM	0.446601941747573	1	0.0543434390269162	0.536460457963865	1.03971493234026	8	Lct Rpia Taldo1
REACTOME_DISEASES_OF_DNA_REPAIR	0.994	1	0.00382852089890286	0.237231521540719	0.525523361491504	25	Bard1 Nbn Mutyh Xrcc2 Rad51 Brip1 Dna2 Rad51ap1 Rmi2 Blm Mre11a Ogg1 Exo1 Palb2 Top3a Rbbp8 Kat5 Mlh1 Brca1 Brca2 Msh6
REACTOME_DISEASES_OF_GLYCOSYLATION	0.054945054945055	0.553788316946212	0.190023305279108	0.544993145465631	1.26464691670989	48	Galnt12 Muc16 Thsd4 Gale Spon2 Lfng Adamtsl5 Spon1 C1galt1 Adamts1 B4galt1 Thsd7a Gne Sdc1 C1galt1c1
REACTOME_DISEASES_OF_IMMUNE_SYSTEM	0.81067472306143	1	0.0225128737259091	0.364977888414716	0.774819284968285	15	Unc93b1 Cd14 Tlr3 Tlr4 Chuk Tlr1 Ikbkg Traf3 Ikbkb Hmgb1 Rela Tirap
REACTOME_DISEASES_OF_METABOLISM	0.22977022977023	0.875161553811636	0.0835990603684159	0.468615629937177	1.10841099149489	72	Galnt12 Muc16 Thsd4 Lct Gale Gss Spon2 Lfng Adamtsl5 Spon1 C1galt1 Adamts1 Idh1 B4galt1 Thsd7a Gne Sdc1 C1galt1c1
REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR	0.122137404580153	0.744343624020065	0.252961123069611	-0.667082294264339	-1.30502981376522	3	Pms2 Msh6 Mlh1
REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE	0.987987987987988	1	0.0054335217582325	0.234978407424908	0.512918791930534	22	Ccne2 E2f2 Ube2c Cdc27 Anapc15 Fzr1 E2f1 Anapc16 Ccnd1 Skp2 Ccnd2 Ube2s
REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH	0.844155844155844	1	0.0196032645039178	0.365244258167697	0.850170585607151	53	Jun H3c8 H2bc6 Capns1 H4c18 Cdc25b H2bc3 H3c11 Prdx1 H4c12 H3c4 H2bc21 Casp8 Cdc25c Tradd Cdc25a Lmna Pola2 H4c11 Cast H2ac4 Lmnb1 Capn2 Fadd H2ax Prim2 H3f3b Dnmt3a Dnmt1
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	0.651348651348651	1	0.0333826959919392	0.389505272038735	0.966636920766342	215	Btc Ereg Lmo7 Irs1 Fgfr3 Itgb3 Dhh Akt3 Erbb3 Fgf18 Dusp8 Pdgfb Tgfbr1 Neurl1b Kras Arrb1 Kitl Ppp1cc Mamld1 Hes1 Stat1 Dusp10 Ppp2r5b Foxo6 Dusp6 Fgf1 Klc1 Dll1 Psmc2 Kif5b Vcp Polr2c Psmb3 Lyn Psmd3 Psmd14 Ncbp1 Psmd12 Ptpn12 Gtf2f2 Ccnc Agtrap Phb Myh9 Smad2 Psmd1 Psmc1 Psmd11 Psmb7 Rac1 Atg7 Polr2h Dusp16 Zc3hav1 Psmd5 Psmd10 Kat2b Psmd9 Psmd13 Src Cd28 Mras Msn Actg1 Myo18a Psmc5 Iqgap1 Psmc4 Psma1 Sptbn1 Tgfa Psme2 Fyn Calm1 Lmna Psma4 Rbx1 Camk2d Psmb10 Psmc3 Tpm3 Psmd7 Rap1b Polr2g Neurl1a Psmd2 Psma7 Chuk Cdk8 Hras Akt1 Polr2l Cnksr1 Tln1 Fbxw7 Psmd4 Lrrfip1
REACTOME_DISINHIBITION_OF_SNARE_FORMATION	0.0702702702702703	0.611670761670762	0.195789002148949	0.856897803482049	1.37272661565563	3	Prkca Stxbp3
